hmdb51_mp4/stand/IamLegend_stand_f_nm_np1_fr_med_20.mp4 42 stand
hmdb51_mp4/swing_baseball/practicingmybaseballswing2009_swing_baseball_u_cm_np1_fr_med_1.mp4 43 swing_baseball
hmdb51_mp4/hit/Failure_of_Printers_(printer_destruction_video)_hit_f_cm_np1_ri_bad_1.mp4 17 hit
hmdb51_mp4/ride_bike/I_want_to_ride_my_bicycle_ride_bike_f_cm_np1_le_med_0.mp4 30 ride_bike
hmdb51_mp4/smile/Prelinger_HabitPat1954_smile_h_nm_np1_fr_goo_27.mp4 39 smile
hmdb51_mp4/somersault/48_Putzelb_ume_hintereinander_Mare_somersault_f_cm_np1_le_bad_2.mp4 41 somersault
hmdb51_mp4/wave/RATRACE_wave_f_nm_np1_ri_med_10.mp4 50 wave
hmdb51_mp4/pushup/Chris_Comfort_s_Push_Up_Workout_Part_I_pushup_f_nm_np1_ri_goo_2.mp4 29 pushup
hmdb51_mp4/fall_floor/Crash_fall_floor_u_cm_np1_fr_med_1.mp4 12 fall_floor
hmdb51_mp4/situp/Body_Flex_-_How2_-_Sit-Up_situp_f_nm_np1_le_goo_2.mp4 38 situp
hmdb51_mp4/stand/Hitch_Part_1_stand_f_cm_np1_fr_med_6.mp4 42 stand
hmdb51_mp4/smile/YouTube_smiles!_smile_h_nm_np1_fr_goo_9.mp4 39 smile
hmdb51_mp4/ride_bike/Fahrrad_fahren_ride_bike_f_cm_np2_le_med_0.mp4 30 ride_bike
hmdb51_mp4/ride_bike/1996_Tour_de_France_-_Indurain_Cracks_ride_bike_f_cm_np1_ri_med_2.mp4 30 ride_bike
hmdb51_mp4/stand/Veoh_Alpha_Dog_1_stand_f_nm_np1_fr_med_41.mp4 42 stand
hmdb51_mp4/smile/youtube_smile_response_smile_h_nm_np1_fr_goo_0.mp4 39 smile
hmdb51_mp4/stand/TheBoondockSaints_stand_u_cm_np1_fr_bad_45.mp4 42 stand
hmdb51_mp4/smile/Re-_Show_your_Smile!_2_smile_h_nm_np1_fr_goo_0.mp4 39 smile
hmdb51_mp4/swing_baseball/practicingmybaseballswing2009_swing_baseball_f_cm_np1_fr_med_15.mp4 43 swing_baseball
hmdb51_mp4/somersault/Handstandk_nig_somersault_f_cm_np1_ba_med_5.mp4 41 somersault
hmdb51_mp4/situp/Abs__Situps__Crunches_situp_u_nm_np3_ri_goo_5.mp4 38 situp
hmdb51_mp4/somersault/gimnasia_somersault_f_cm_np1_le_med_2.mp4 41 somersault
hmdb51_mp4/hit/Mac_Smashing_hit_f_cm_np1_ri_bad_0.mp4 17 hit
hmdb51_mp4/ride_bike/Radfahren_um_die_Aggertalsperre_06_09_2009_ride_bike_f_cm_np2_fr_med_15.mp4 30 ride_bike
hmdb51_mp4/somersault/Jennis_Bodenk_r_somersault_f_cm_np1_le_med_1.mp4 41 somersault
hmdb51_mp4/pushup/100_push_ups_by_a_GIRL!!!_pushup_f_nm_np1_fr_goo_0.mp4 29 pushup
hmdb51_mp4/somersault/LONGESTYARD_somersault_f_cm_np1_ba_bad_28.mp4 41 somersault
hmdb51_mp4/stand/50_FIRST_DATES_stand_u_nm_np1_fr_med_8.mp4 42 stand
hmdb51_mp4/hit/Glory_hit_u_cm_np1_ba_bad_44.mp4 17 hit
hmdb51_mp4/smile/Smile_-]_smile_h_nm_np1_fr_goo_0.mp4 39 smile
hmdb51_mp4/smile/YouTube_smiles!_smile_h_cm_np1_fr_med_26.mp4 39 smile
hmdb51_mp4/wave/EVOLUTION_wave_u_nm_np1_le_med_3.mp4 50 wave
hmdb51_mp4/wave/AllThePresidentMen_wave_h_nm_np1_fr_med_6.mp4 50 wave
hmdb51_mp4/wave/BIG_FISH_wave_u_nm_np1_fr_goo_9.mp4 50 wave
hmdb51_mp4/wave/Maya_beim_Winken_wave_f_cm_np1_fr_med_0.mp4 50 wave
hmdb51_mp4/somersault/Boden_p8_somersault_f_cm_np1_ba_med_1.mp4 41 somersault
hmdb51_mp4/fall_floor/Catch_Me_If_You_Can_fall_floor_f_cm_np1_fr_med_0.mp4 12 fall_floor
hmdb51_mp4/hit/When_It_s_Nice_Out_hit_f_cm_np1_fr_bad_4.mp4 17 hit
hmdb51_mp4/hit/xbox_360_massive_destruction_hit_f_cm_np1_fr_bad_3.mp4 17 hit
hmdb51_mp4/situp/Army_situp_video_for_ROTC_cadets_situp_f_cm_np1_le_med_2.mp4 38 situp
