/Users/andrewzabelo/Desktop/summer 2023/SURF/MVD + CLIP STUFF/hmdb51_mp4/hmdb51_mp4/brush_hair/Aussie_Brunette_Brushing_Hair_II_brush_hair_u_nm_np2_le_med_2.mp4 190 brush_hair
/Users/andrewzabelo/Desktop/summer 2023/SURF/MVD + CLIP STUFF/hmdb51_mp4/hmdb51_mp4/brush_hair/brushing_hair_2_brush_hair_h_nm_np1_ba_med_0.mp4 457 brush_hair
/Users/andrewzabelo/Desktop/summer 2023/SURF/MVD + CLIP STUFF/hmdb51_mp4/hmdb51_mp4/brush_hair/Brushing_my_hair_-_December_2008_brush_hair_u_nm_np1_ba_goo_0.mp4 469 brush_hair
/Users/andrewzabelo/Desktop/summer 2023/SURF/MVD + CLIP STUFF/hmdb51_mp4/hmdb51_mp4/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_1.mp4 121 brush_hair
/Users/andrewzabelo/Desktop/summer 2023/SURF/MVD + CLIP STUFF/hmdb51_mp4/hmdb51_mp4/brush_hair/brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_0.mp4 455 brush_hair
/Users/andrewzabelo/Desktop/summer 2023/SURF/MVD + CLIP STUFF/hmdb51_mp4/hmdb51_mp4/cartwheel/Jessica_Heinz_-_Leverkusen_Cup_2006__floor_routine_cartwheel_f_cm_np1_ri_med_4.mp4 41 cartwheel
/Users/andrewzabelo/Desktop/summer 2023/SURF/MVD + CLIP STUFF/hmdb51_mp4/hmdb51_mp4/cartwheel/Parada_de_mao_cartwheel_f_cm_np1_ba_med_1.mp4 78 cartwheel
/Users/andrewzabelo/Desktop/summer 2023/SURF/MVD + CLIP STUFF/hmdb51_mp4/hmdb51_mp4/cartwheel/Ein_guter_Radschlag_cartwheel_f_nm_np1_ba_med_0.mp4 54 cartwheel
/Users/andrewzabelo/Desktop/summer 2023/SURF/MVD + CLIP STUFF/hmdb51_mp4/hmdb51_mp4/cartwheel/Bodenturnen_cartwheel_f_cm_np1_ri_med_2.mp4 91 cartwheel
/Users/andrewzabelo/Desktop/summer 2023/SURF/MVD + CLIP STUFF/hmdb51_mp4/hmdb51_mp4/cartwheel/Zwei_hoffnungslose_Pflegef_lle_beim_Turnen(Part2)_cartwheel_f_cm_np1_le_bad_0.mp4 102 cartwheel
/Users/andrewzabelo/Desktop/summer 2023/SURF/MVD + CLIP STUFF/hmdb51_mp4/hmdb51_mp4/catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_ba_bad_7.mp4 48 catch
/Users/andrewzabelo/Desktop/summer 2023/SURF/MVD + CLIP STUFF/hmdb51_mp4/hmdb51_mp4/catch/Goalkeeper_Training_Day_#_7_catch_f_cm_np1_ba_bad_2.mp4 40 catch
/Users/andrewzabelo/Desktop/summer 2023/SURF/MVD + CLIP STUFF/hmdb51_mp4/hmdb51_mp4/catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ri_med_7.mp4 32 catch
/Users/andrewzabelo/Desktop/summer 2023/SURF/MVD + CLIP STUFF/hmdb51_mp4/hmdb51_mp4/catch/torwart_de-Camp_2009-_Training_hoher_B_lle_mit_Airbodies_catch_f_cm_np1_ba_bad_4.mp4 48 catch
/Users/andrewzabelo/Desktop/summer 2023/SURF/MVD + CLIP STUFF/hmdb51_mp4/hmdb51_mp4/catch/Torwarttraining_catch_f_cm_np1_ba_bad_10.mp4 31 catch
/Users/andrewzabelo/Desktop/summer 2023/SURF/MVD + CLIP STUFF/hmdb51_mp4/hmdb51_mp4/chew/TheBoondockSaints_chew_u_cm_np1_le_med_35.mp4 77 chew
/Users/andrewzabelo/Desktop/summer 2023/SURF/MVD + CLIP STUFF/hmdb51_mp4/hmdb51_mp4/chew/Vid_Request-_Me_Blowing_Bubbles_-P_chew_h_nm_np1_fr_med_2.mp4 138 chew
/Users/andrewzabelo/Desktop/summer 2023/SURF/MVD + CLIP STUFF/hmdb51_mp4/hmdb51_mp4/chew/Duble_Bubble_Gum_chew_h_cm_np1_fr_bad_2.mp4 101 chew
